target,model_variant,branch,ID,Atoms,Charge,split,seed,split_method,source_sha256
Fermi_E,main_and_supplementary,Q_+1,2607,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2608,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2609,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2611,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2612,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2614,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2615,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2616,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2617,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2618,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2619,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2620,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2621,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2622,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2623,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2624,42,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2625,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2626,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2627,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2628,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2629,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2631,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2632,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2633,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2634,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2635,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2636,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2637,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2640,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2641,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2642,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2645,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2647,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2648,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2649,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2650,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2651,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2653,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2654,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2658,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2659,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2660,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2661,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2662,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2664,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2666,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2668,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2669,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2670,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2671,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2672,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2674,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2675,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2676,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2678,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2679,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2680,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2681,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2682,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
Fermi_E,main_and_supplementary,Q_+1,2683,44,1,train,42,within_Cn_target_quantile_isomer_80_20_seed42,f0414567229604469a4c834cc0887f9210b9c2858c4ae7f76c68b09087064f9d
